review,rating,date,bank,source,sentiment_label,sentiment_score,themes
Wow this App 👏 👌,5,2024-06-15,CBE,Google Play Store,POSITIVE,0.9990670084953308,other
Likely,5,2024-06-15,CBE,Google Play Store,POSITIVE,0.9988023042678833,other
Fast and secure,5,2024-06-14,CBE,Google Play Store,POSITIVE,0.9998388290405273,performance
"Fast, user-friendly, easy-to-use",5,2024-06-14,CBE,Google Play Store,POSITIVE,0.9983606934547424,"performance, ui_ux"
It's not so much fast,1,2024-06-14,CBE,Google Play Store,NEGATIVE,0.9997789263725281,performance
app bayyee si'atafi baredadha,5,2024-06-13,CBE,Google Play Store,POSITIVE,0.7815437912940979,other
Only smart!!!!,5,2024-06-13,CBE,Google Play Store,POSITIVE,0.9933844208717346,other
ከሃገር ውጭ ላለው ዜጋ በምን አይነት መልኩ አካውንት ሊከፍት ይችላል,5,2024-06-13,CBE,Google Play Store,NEGATIVE,0.9366678595542908,other
Really very comfortable application!,5,2024-06-13,CBE,Google Play Store,POSITIVE,0.9997982382774353,other
😀😀😀😀😀,1,2024-06-12,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Great and simple to use.,5,2024-06-12,CBE,Google Play Store,POSITIVE,0.9998792409896851,other
Fine,5,2024-06-12,CBE,Google Play Store,POSITIVE,0.9998335838317871,other
10 q,5,2024-06-12,CBE,Google Play Store,POSITIVE,0.984188437461853,other
Use full,5,2024-06-12,CBE,Google Play Store,POSITIVE,0.9933939576148987,other
The worst app,1,2024-06-12,CBE,Google Play Store,NEGATIVE,0.9997969269752502,other
electronics maintenance🤐,5,2024-06-11,CBE,Google Play Store,NEGATIVE,0.5444009900093079,other
Wow nw,5,2024-06-11,CBE,Google Play Store,POSITIVE,0.9985764026641846,other
Backup,5,2024-06-10,CBE,Google Play Store,NEGATIVE,0.9964532852172852,other
It was ok but resently it has become unuseable to say the list. It does not sincronise and I have not been able to make use of it.,1,2024-06-10,CBE,Google Play Store,NEGATIVE,0.9953666925430298,other
dONE,5,2024-06-10,CBE,Google Play Store,POSITIVE,0.985146701335907,other
Mat,5,2024-06-10,CBE,Google Play Store,POSITIVE,0.9149277806282043,other
"Improve the transaction history it misleading when you don't update the transaction correctly, and make it record the monthly Fee that deducted from our account, at this point the messages are more reliable",3,2024-06-08,CBE,Google Play Store,NEGATIVE,0.9905937910079956,"login_issues, transactions"
This so good! But some time it's not work.!,3,2024-06-08,CBE,Google Play Store,NEGATIVE,0.9912421703338623,other
It's the worst app ever,1,2024-06-08,CBE,Google Play Store,NEGATIVE,0.999796450138092,other
lelisa sabsibe photo,5,2024-06-07,CBE,Google Play Store,NEGATIVE,0.8101926445960999,other
1OK,2,2024-06-06,CBE,Google Play Store,POSITIVE,0.5096977949142456,other
I S I N J A A L A T A M T O T A,5,2024-06-06,CBE,Google Play Store,NEGATIVE,0.6477185487747192,other
dawnlode,5,2024-06-05,CBE,Google Play Store,POSITIVE,0.7696382999420166,other
Fast and reliable service,5,2024-06-05,CBE,Google Play Store,POSITIVE,0.999779999256134,"performance, customer_support"
fast and very easy to use.,5,2024-06-05,CBE,Google Play Store,POSITIVE,0.9996473789215088,performance
👍👍👍👍👍👍👍👍,5,2024-06-05,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
አንጋፋውና የአገሪቱ ዋልታ የኢትዮጵያ ንግድ ባንክ ችግሮቹን እየፈቻ ወደፊት እንደሚገሰግስ ባለሙሉ ቸስፋ ነኝ ክብር ለሚገባው ክብር እንስጥ,5,2024-06-05,CBE,Google Play Store,NEGATIVE,0.9582905173301697,other
Good 👍👍👍😊,5,2024-06-05,CBE,Google Play Store,POSITIVE,0.9998576641082764,other
Recent transactions are all mixed up Rtgs doesn't show up for confirmation or in texts,1,2024-06-04,CBE,Google Play Store,NEGATIVE,0.9995436072349548,transactions
Jamsi for make,5,2024-06-04,CBE,Google Play Store,POSITIVE,0.8920077085494995,other
Nice but please active always.,4,2024-06-03,CBE,Google Play Store,POSITIVE,0.9997498393058777,other
Tiga,5,2024-06-03,CBE,Google Play Store,POSITIVE,0.9692228436470032,other
Nuradin mahamad abdala,4,2024-06-03,CBE,Google Play Store,POSITIVE,0.9689999222755432,other
Its good i like it,5,2024-06-03,CBE,Google Play Store,POSITIVE,0.9998488426208496,other
fast,5,2024-06-03,CBE,Google Play Store,POSITIVE,0.9989494681358337,performance
Best apk ever,5,2024-06-02,CBE,Google Play Store,POSITIVE,0.9998413324356079,other
Poorly functioning,1,2024-06-01,CBE,Google Play Store,NEGATIVE,0.9997856020927429,other
This application is very useful and incredible especially by it's speed.,5,2024-05-31,CBE,Google Play Store,POSITIVE,0.9998774528503418,performance
"it said ""None available""",1,2024-05-31,CBE,Google Play Store,NEGATIVE,0.9997686743736267,other
"it's very good and fast application sometimes there is a little bit of congestion,fix it.",5,2024-05-31,CBE,Google Play Store,POSITIVE,0.9986794590950012,performance
"If It fails, you become the richest person over night. 😊",5,2024-05-30,CBE,Google Play Store,POSITIVE,0.9418790340423584,other
Best App but it doesn't show me the debited birr and the right balance,5,2024-05-30,CBE,Google Play Store,NEGATIVE,0.9967633485794067,other
Something else to eat it,3,2024-05-30,CBE,Google Play Store,POSITIVE,0.9977501034736633,other
very good app but the transaction and deposit day some times wrong!,5,2024-05-30,CBE,Google Play Store,NEGATIVE,0.9981801509857178,transactions
This app is more relable and good to use .,4,2024-05-30,CBE,Google Play Store,POSITIVE,0.9956617951393127,other
very fast and secured app for my money,5,2024-05-29,CBE,Google Play Store,POSITIVE,0.9900829195976257,performance
Best and easy,5,2024-05-29,CBE,Google Play Store,POSITIVE,0.9998441934585571,other
Abdl,5,2024-05-29,CBE,Google Play Store,POSITIVE,0.5991650819778442,other
Shek Usmail Ahmad,5,2024-05-28,CBE,Google Play Store,POSITIVE,0.9134021997451782,other
Easy to use and a lot of functionalities! Keep your eyes on two things: 1. The transactions shown in the Recent section are messed up (every time I refresh it it shows different output of order and messed transaction list) 2. What if we can transfer to other Telebirr number Finally the transaction fee for transfers made other than CBE acc is expensive.,4,2024-05-28,CBE,Google Play Store,NEGATIVE,0.9994989633560181,transactions
ይህ አፕ በጣም አጋዥ ስራን ሚያፋጥን ነው ግን ያለፈውን ሙሉ ታሪክ አያሳይም,5,2024-05-26,CBE,Google Play Store,NEGATIVE,0.9489790797233582,other
the app not fast enough,5,2024-05-26,CBE,Google Play Store,NEGATIVE,0.9990071654319763,performance
Imporrant,5,2024-05-26,CBE,Google Play Store,NEGATIVE,0.9904332160949707,other
It make's life simple and easy keep it up!,5,2024-05-25,CBE,Google Play Store,POSITIVE,0.9998579025268555,other
I wish your help,5,2024-05-25,CBE,Google Play Store,POSITIVE,0.5286440849304199,customer_support
Bad and bad application,1,2024-05-24,CBE,Google Play Store,NEGATIVE,0.9997835755348206,other
"Yaaa ,a nice app",5,2024-05-24,CBE,Google Play Store,POSITIVE,0.9997228980064392,other
Daily internal account to account transfer must be amended since its internal transactions,4,2024-05-24,CBE,Google Play Store,NEGATIVE,0.9856992363929749,"login_issues, transactions"
Very Good Service,5,2024-05-24,CBE,Google Play Store,POSITIVE,0.9998648166656494,customer_support
Smart app,5,2024-05-23,CBE,Google Play Store,POSITIVE,0.999789297580719,other
Top,5,2024-05-23,CBE,Google Play Store,POSITIVE,0.9997069239616394,other
Andualem akifle,5,2024-05-23,CBE,Google Play Store,NEGATIVE,0.5713645219802856,other
Why is it not working well it is not even showing me the money I have,5,2024-05-23,CBE,Google Play Store,NEGATIVE,0.99979168176651,other
This app is not working other bank,2,2024-05-22,CBE,Google Play Store,NEGATIVE,0.9995473027229309,other
Samsung A31,1,2024-05-22,CBE,Google Play Store,POSITIVE,0.8897342681884766,other
Applicationu arf new gn andande yaschegiral ahuninm hizbu benante bedemb eskireka mesrat new plus be meskot yemiseru serategnoch ke lela bank sinetsatser le dembegna kibir yelachewm endefelegut new yemiaerut +telebirr only own telebirr bicha bayhon le leloch yeminilikibet amarach bifeter...Thanks,4,2024-05-22,CBE,Google Play Store,NEGATIVE,0.9636374711990356,other
👎,1,2024-05-21,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
there is no statement or transaction history its basic thing,5,2024-05-21,CBE,Google Play Store,NEGATIVE,0.9994646906852722,transactions
very good👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾,5,2024-05-21,CBE,Google Play Store,POSITIVE,0.8243645429611206,other
Is excellent i ever seen,5,2024-05-21,CBE,Google Play Store,POSITIVE,0.9998756647109985,other
Wawa,5,2024-05-21,CBE,Google Play Store,NEGATIVE,0.7590286731719971,other
Best financial app,5,2024-05-20,CBE,Google Play Store,POSITIVE,0.9997140765190125,other
"Can got 0 ⭐ Please ! this App is completely Scam Becouse I made payment in other bank option in the App but the APP (-) mY BALANCE BUT NO successful notification to get screen shoot, no SMS and no Transaction history and I alerdy lost my mony becous my clint also does not get the mony i sent! I pay but I didn't got mony! stey away frim CBE",1,2024-05-19,CBE,Google Play Store,NEGATIVE,0.9994651675224304,transactions
"It is nice app, but I couldn't see back transactions, it is restricted for recent transactions only.",3,2024-05-19,CBE,Google Play Store,NEGATIVE,0.9567428231239319,transactions
I like this application and It's very useful,1,2024-05-19,CBE,Google Play Store,POSITIVE,0.9998237490653992,other
"The app is functional with some failures, need much work on the user experience.",3,2024-05-19,CBE,Google Play Store,NEGATIVE,0.9973728656768799,other
"I am a business man i use this app long time, but it is very poor there is no filter to search the transactions of one Acc. If want to now how many times i send or receive.",1,2024-05-19,CBE,Google Play Store,NEGATIVE,0.9984638690948486,transactions
The app doesn't support amharic characters For writing payment reason. It suppose to support writing in amharic(geez) alphabet,2,2024-05-18,CBE,Google Play Store,NEGATIVE,0.9992852807044983,"transactions, customer_support"
It is a good app. It only requires the account holder to use it regularly. It will be better if you make it available every time the user needs it whether he uses it regularly or not. Why is it closed?,5,2024-05-18,CBE,Google Play Store,POSITIVE,0.9958025813102722,login_issues
"Simple, fast and secure",5,2024-05-17,CBE,Google Play Store,POSITIVE,0.9998189806938171,performance
"It is helpful app which can be used easily but one important thing, when you send or receive a money it does not appear the hour and the minutes. You don't know if it is afternoon or morning. It is better the receipt to have date and time.",4,2024-05-17,CBE,Google Play Store,NEGATIVE,0.993380069732666,customer_support
Great 👌,5,2024-05-17,CBE,Google Play Store,POSITIVE,0.9997692704200745,other
I Like the Apps,5,2024-05-17,CBE,Google Play Store,POSITIVE,0.9994787573814392,other
Face id,5,2024-05-17,CBE,Google Play Store,NEGATIVE,0.9037889838218689,other
Very good apps. Thus help other for thier problem.,5,2024-05-17,CBE,Google Play Store,POSITIVE,0.9981616139411926,customer_support
It's very interesting,4,2024-05-17,CBE,Google Play Store,POSITIVE,0.9998812675476074,other
Cbe provides a greatest mobile banking service in Ethiopia.,4,2024-05-17,CBE,Google Play Store,POSITIVE,0.9995653033256531,customer_support
Sabaafiin,5,2024-05-16,CBE,Google Play Store,NEGATIVE,0.950391411781311,other
Bast app I know I don't forget this app in my bank account,5,2024-05-16,CBE,Google Play Store,POSITIVE,0.99916672706604,login_issues
Nuguse hanku,5,2024-05-15,CBE,Google Play Store,POSITIVE,0.6810349225997925,other
Short and Great app,5,2024-05-15,CBE,Google Play Store,POSITIVE,0.9988779425621033,other
Ilove this app easy use,5,2024-05-15,CBE,Google Play Store,POSITIVE,0.8557814955711365,other
"Recent service fee change is ridiculous. Plus making transfer to other banks and Telebirr wallet is even crazier. You suppose to be an exemplary institution, but you are doing the opposite.",2,2024-05-14,CBE,Google Play Store,NEGATIVE,0.9890774488449097,"transactions, customer_support"
Hulem yemitemamenibet bank new,5,2024-05-14,CBE,Google Play Store,NEGATIVE,0.5689398050308228,other
Best of best apk,5,2024-05-13,CBE,Google Play Store,POSITIVE,0.9997125267982483,other
Best App but how can i use more two or more CBE app in one app.,5,2024-05-13,CBE,Google Play Store,NEGATIVE,0.9918330907821655,other
Talented man,5,2024-05-13,CBE,Google Play Store,POSITIVE,0.999841570854187,other
Jabadhaa,5,2024-05-13,CBE,Google Play Store,NEGATIVE,0.8808907270431519,other
nice App,5,2024-05-13,CBE,Google Play Store,POSITIVE,0.9998061060905457,other
This app have no fingerprints unlock and have problem with safaricom topup,1,2024-05-13,CBE,Google Play Store,NEGATIVE,0.9990941286087036,other
Best Apo,5,2024-05-13,CBE,Google Play Store,POSITIVE,0.9997413754463196,other
Dont work,5,2024-05-13,CBE,Google Play Store,NEGATIVE,0.998325765132904,bugs
Galataa,5,2024-05-12,CBE,Google Play Store,POSITIVE,0.9978405237197876,other
"Amazing, very friendly and awesome application. Only one drwaback is that you are not willy to make it active after blocking the mobile banking via 951. I am not still using once blocked. You send me to the branch banks but they don't have enough skill to help.",5,2024-05-12,CBE,Google Play Store,POSITIVE,0.5467404127120972,customer_support
Better,4,2024-05-12,CBE,Google Play Store,POSITIVE,0.999264657497406,other
Good app but it fail to send on time the commission money is unnecessary and also their are some bug like recent transaction page don't show the recent one ...... Try to improve it's back system as a bank system people want it in different situations so it has to work every time as could as possible if you don't get it when you want why we use mobile banking not branch service as I conclusion personally I like the bank because it is CBE but not their digital banking system Thanks,2,2024-05-12,CBE,Google Play Store,NEGATIVE,0.9978784322738647,"transactions, customer_support, bugs"
"Amazing App. But sometimes the app won't show the account balance. It says ""no accounts available""",5,2024-05-12,CBE,Google Play Store,NEGATIVE,0.9966975450515747,login_issues
አሪፍ ነው አፑ ግን አዘምኑት ከ ፒን ውጪ የጣት አሻራ ቢኖረው አሪፍ ነው,5,2024-05-12,CBE,Google Play Store,NEGATIVE,0.9510265588760376,other
"Best prgresive app, and good fetures",5,2024-05-12,CBE,Google Play Store,POSITIVE,0.9995377063751221,other
Simple,5,2024-05-11,CBE,Google Play Store,POSITIVE,0.9996788501739502,other
I am comfortable,5,2024-05-11,CBE,Google Play Store,POSITIVE,0.9998629093170166,other
It's fantastic app,4,2024-05-11,CBE,Google Play Store,POSITIVE,0.9998770952224731,other
One of the best bank,5,2024-05-11,CBE,Google Play Store,POSITIVE,0.999859094619751,other
Be smart,5,2024-05-11,CBE,Google Play Store,POSITIVE,0.9996169805526733,other
Active,5,2024-05-10,CBE,Google Play Store,POSITIVE,0.9998134970664978,other
"This app is very nice, it eases complicated services. The only thing the developer to modify is the app doesn't show recent credit as soon as the credit seen by text message",5,2024-05-10,CBE,Google Play Store,POSITIVE,0.9819045662879944,customer_support
Well,5,2024-05-10,CBE,Google Play Store,POSITIVE,0.9995703101158142,other
Caalaamahammad,5,2024-05-10,CBE,Google Play Store,NEGATIVE,0.5228583812713623,other
Good content but some times sent money but on pending,4,2024-05-10,CBE,Google Play Store,NEGATIVE,0.8957778811454773,transactions
It is a very weak app it does not even show transaction history. If there are 3 transactions in a day it shows two and does not show the rest.,1,2024-05-09,CBE,Google Play Store,NEGATIVE,0.9997816681861877,transactions
ሀይ,5,2024-05-09,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
It is very important apk.,5,2024-05-09,CBE,Google Play Store,POSITIVE,0.9989751577377319,other
It is amazing app,5,2024-05-09,CBE,Google Play Store,POSITIVE,0.9998784065246582,other
Itis excellent application i ever seen i Ethiopia! But if biometric is added it more usable ! Thank you!,5,2024-05-09,CBE,Google Play Store,POSITIVE,0.9996392726898193,other
Mobile banking,5,2024-05-09,CBE,Google Play Store,POSITIVE,0.9076536893844604,other
Very huge and amazing banking sistem,5,2024-05-09,CBE,Google Play Store,POSITIVE,0.9998422861099243,other
CBE juneydi alii,5,2024-05-08,CBE,Google Play Store,POSITIVE,0.9652054309844971,other
When pressing the download screen shot it downloads it two times please fix it,3,2024-05-08,CBE,Google Play Store,NEGATIVE,0.9749733209609985,other
It is gode,5,2024-05-08,CBE,Google Play Store,POSITIVE,0.5118229389190674,other
Asitemamagn yebank agar,5,2024-05-08,CBE,Google Play Store,NEGATIVE,0.8478448987007141,other
Try to make simple more and more to fit with the need of customer's And try to make secure even if the customer use the app incorrectly ok thank you,5,2024-05-07,CBE,Google Play Store,POSITIVE,0.9842203855514526,other
I Was a customor of comricial bank of ethiopia,5,2024-05-07,CBE,Google Play Store,POSITIVE,0.8467269539833069,other
𝑻𝒉𝒊𝒔 𝒂𝒑𝒑𝒍𝒊𝒄𝒂𝒕𝒊𝒐𝒏 𝒊𝒔 𝒗𝒆𝒓𝒚 𝒈𝒐𝒐𝒅,4,2024-05-07,CBE,Google Play Store,NEGATIVE,0.8832126259803772,other
It's golden,5,2024-05-07,CBE,Google Play Store,POSITIVE,0.9998506307601929,other
It is very best app,5,2024-05-06,CBE,Google Play Store,POSITIVE,0.9998175501823425,other
Poor Bank Poor banking system Poor app,1,2024-05-06,CBE,Google Play Store,NEGATIVE,0.9997742772102356,other
Ajwisks,5,2024-05-05,CBE,Google Play Store,NEGATIVE,0.9727841019630432,other
Amazing app I ever see in this territory,5,2024-05-05,CBE,Google Play Store,POSITIVE,0.9998619556427002,other
Very good 😊 but it have errors,3,2024-05-05,CBE,Google Play Store,NEGATIVE,0.9758657217025757,bugs
💚💛❤,4,2024-05-05,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Ana taanan 0 turee oso jiraate,1,2024-05-05,CBE,Google Play Store,NEGATIVE,0.9820274114608765,other
Sadam Dafhj,1,2024-05-05,CBE,Google Play Store,NEGATIVE,0.9899955987930298,other
Wow👍,5,2024-05-05,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Greet,5,2024-05-04,CBE,Google Play Store,POSITIVE,0.9988817572593689,other
"CBE Mobile banking app is very easy, simple and full of technology. I thank the innovator of this system🙏🙏🙏🙏",5,2024-05-04,CBE,Google Play Store,POSITIVE,0.999760091304779,other
how to use?,1,2024-05-04,CBE,Google Play Store,NEGATIVE,0.9966146349906921,other
Ayalew Asefa weledemichel /አያሌው አሰፋ ወ/ሚካኤል,1,2024-05-04,CBE,Google Play Store,NEGATIVE,0.9654581546783447,other
Cbe ye mafia leba yhehinu nachew hidden fee ykortalu transfer lay ye wsha ljoch,1,2024-05-03,CBE,Google Play Store,NEGATIVE,0.9905182719230652,transactions
አንዳንዴ የቀሪ ሒሳብ ዝርዝር አያሳይም ከዛ ውጪ i love it .😍. !,5,2024-05-03,CBE,Google Play Store,POSITIVE,0.9998421669006348,other
It is nice app & simple to use it,4,2024-05-03,CBE,Google Play Store,POSITIVE,0.9997854828834534,other
so good,5,2024-05-03,CBE,Google Play Store,POSITIVE,0.999841570854187,other
Mama,5,2024-05-03,CBE,Google Play Store,POSITIVE,0.9806767702102661,other
Good oppotion.,5,2024-05-03,CBE,Google Play Store,POSITIVE,0.9998562335968018,other
Excellent app thanks CBE,5,2024-05-02,CBE,Google Play Store,POSITIVE,0.9998289346694946,other
"It is a very nice and easy app to use. There is only one thing i would like you to add. If you could transfer from your account to another person's telebirr account, it only works to your own phone number",5,2024-05-02,CBE,Google Play Store,NEGATIVE,0.943772554397583,"login_issues, transactions"
Amazing app !!,5,2024-05-02,CBE,Google Play Store,POSITIVE,0.9998714923858643,other
Nice application but not work properly on iphone,5,2024-05-02,CBE,Google Play Store,NEGATIVE,0.9935483336448669,other
Good and easily application thanks,5,2024-05-01,CBE,Google Play Store,POSITIVE,0.9998650550842285,other
"Unable to use the app for around a month! (It cames with an error message ""None available"" everytime I try to transfer). What a Worst app!!!",1,2024-05-01,CBE,Google Play Store,NEGATIVE,0.9998192191123962,"transactions, bugs"
Concshe,5,2024-05-01,CBE,Google Play Store,NEGATIVE,0.9505506753921509,other
this updated version is ANNOYING!! Doesn't work at all!! 😡👺🤬😾,1,2024-05-01,CBE,Google Play Store,NEGATIVE,0.9998082518577576,other
have no option for transaction export,1,2024-05-01,CBE,Google Play Store,NEGATIVE,0.998234748840332,transactions
it is good,5,2024-05-01,CBE,Google Play Store,POSITIVE,0.9998494386672974,other
Great !!! I am happy for this app.,5,2024-05-01,CBE,Google Play Store,POSITIVE,0.9998687505722046,other
hey cbe. we love to use Commercial Bank of Ethiopia but we can't transfer money to international by using the CBE app by using SWIFT,1,2024-05-01,CBE,Google Play Store,NEGATIVE,0.956305742263794,transactions
"Terrible application. every time when I have transactions, say an error while the transaction is already done, doesn't show the recent updates balances and transaction.",1,2024-04-30,CBE,Google Play Store,NEGATIVE,0.9997162222862244,"transactions, bugs"
I'm satisfied with this app.❤❤,5,2024-04-30,CBE,Google Play Store,POSITIVE,0.9992724061012268,other
good service,5,2024-04-30,CBE,Google Play Store,POSITIVE,0.9998499155044556,customer_support
Google sesetm,5,2024-04-29,CBE,Google Play Store,NEGATIVE,0.947047770023346,other
Its better app,5,2024-04-29,CBE,Google Play Store,POSITIVE,0.9824732542037964,other
Great service,5,2024-04-29,CBE,Google Play Store,POSITIVE,0.9998434782028198,customer_support
"- It is best application , but you have to integret the tele- birr service to any mobile service number by titening the security tunnels rather than own mobile service number only",3,2024-04-29,CBE,Google Play Store,NEGATIVE,0.9982616305351257,customer_support
It's best and easy to use I like how it works,5,2024-04-28,CBE,Google Play Store,POSITIVE,0.999847412109375,other
It's easy to use and safe,4,2024-04-28,CBE,Google Play Store,POSITIVE,0.9997370839118958,other
wow serane yakelale,5,2024-04-27,CBE,Google Play Store,POSITIVE,0.9981223940849304,other
ንግጽ ባንድ በጣም ጥሩ አስተማማኝ ነው,5,2024-04-27,CBE,Google Play Store,NEGATIVE,0.9046949148178101,other
It is not that hard to list the number of transactions in their order,1,2024-04-27,CBE,Google Play Store,POSITIVE,0.9641419649124146,transactions
It's very nice app,3,2024-04-26,CBE,Google Play Store,POSITIVE,0.9998631477355957,other
Very poor application it doesn't work in all smart phones☺️☺️☺️,1,2024-04-26,CBE,Google Play Store,NEGATIVE,0.9998040795326233,other
Not work properly.,1,2024-04-26,CBE,Google Play Store,NEGATIVE,0.9997949004173279,other
It's the best mobile banking application ever!,4,2024-04-26,CBE,Google Play Store,POSITIVE,0.9998086094856262,other
To be honest It's a great app,5,2024-04-25,CBE,Google Play Store,POSITIVE,0.999839186668396,other
best Ethiopian bank,5,2024-04-25,CBE,Google Play Store,POSITIVE,0.9997190833091736,other
Really thank for your service,5,2024-04-25,CBE,Google Play Store,POSITIVE,0.9998273849487305,customer_support
"I like this app very much, commercial bank of Ethiopia became one of the banks that I Can Always Rely on.",5,2024-04-25,CBE,Google Play Store,POSITIVE,0.9992803931236267,other
Amusing app,5,2024-04-24,CBE,Google Play Store,POSITIVE,0.999824583530426,other
Reeding,1,2024-04-24,CBE,Google Play Store,NEGATIVE,0.8305798172950745,other
Andegna new,3,2024-04-24,CBE,Google Play Store,POSITIVE,0.9478287696838379,other
I am interested,5,2024-04-24,CBE,Google Play Store,POSITIVE,0.9998247027397156,other
I am happy using this app,5,2024-04-24,CBE,Google Play Store,POSITIVE,0.9998403787612915,other
"Bad App and Bad institution It Can not show a transaction list Correctly It shows a very Messed up Transaction position Before Leaving the Country i beg them Please, I am going to leave the country, please make internet banking active for me, but they told me that the application will work anywhere, And Now it did not work after I left the country, it made me unable to move my money.",1,2024-04-23,CBE,Google Play Store,NEGATIVE,0.9996753931045532,transactions
ቯጨጨየኘቨሀሀ!ሐኘረd,1,2024-04-23,CBE,Google Play Store,POSITIVE,0.9833803176879883,other
"I am unable to use mobile banking for around a month. It says ""None available"" when I try to transfer or buy airtime.",1,2024-04-22,CBE,Google Play Store,NEGATIVE,0.9996745586395264,transactions
Super,5,2024-04-22,CBE,Google Play Store,POSITIVE,0.998783528804779,other
It don't work The application is Doesn't work,4,2024-04-22,CBE,Google Play Store,NEGATIVE,0.9997579455375671,other
Stupid thief app,1,2024-04-22,CBE,Google Play Store,NEGATIVE,0.9997450709342957,other
It's good app but one thing shoukd be add on history sort by option,5,2024-04-21,CBE,Google Play Store,POSITIVE,0.714386522769928,other
Best app except ballance update is slow,4,2024-04-21,CBE,Google Play Store,NEGATIVE,0.9924665093421936,performance
good at using CBE to family and friends and consider it as the fastest and trusted Bank,5,2024-04-21,CBE,Google Play Store,POSITIVE,0.9996986389160156,performance
"Worest apk even it doesn't show recent transactions, resending issues. The account will be reduced without showing the money I sent.",1,2024-04-21,CBE,Google Play Store,NEGATIVE,0.9973080158233643,"login_issues, transactions"
best app i hope the transaction list be recorded more than 5 months,5,2024-04-21,CBE,Google Play Store,NEGATIVE,0.9345016479492188,transactions
Thank you ok,5,2024-04-21,CBE,Google Play Store,POSITIVE,0.9998583793640137,other
v.good app !,4,2024-04-20,CBE,Google Play Store,POSITIVE,0.9991782307624817,other
One of the fastest mobile banking app in Ethiopia thank you CBE 🙏,5,2024-04-20,CBE,Google Play Store,POSITIVE,0.999321699142456,performance
Wow this Mobllie banking transfer app is amazing and easy to access and use for the mobile credit transaction keep going!!!,1,2024-04-20,CBE,Google Play Store,POSITIVE,0.9995823502540588,"login_issues, transactions"
Its good But if its give as our profile its more interesting,5,2024-04-20,CBE,Google Play Store,POSITIVE,0.993671178817749,other
Not bad,2,2024-04-20,CBE,Google Play Store,POSITIVE,0.9995881915092468,other
በጣም ምርጥ app እና በጣም ቀልጣፋ system አለው ብዙ ስራዎቼን አቅልሎኛል ጊዜዬን እንድጠቀም የምፈልገውን እቃ ካለሁበት ቦታ ሆኜ እንድገዛ እረድቶኛል,4,2024-04-20,CBE,Google Play Store,NEGATIVE,0.962063729763031,other
Nice.....it is providing services exceptionally quickly. thanks 👂,4,2024-04-20,CBE,Google Play Store,POSITIVE,0.9998071789741516,customer_support
🥇 goud,5,2024-04-19,CBE,Google Play Store,POSITIVE,0.6736807227134705,other
tztz sesr,1,2024-04-18,CBE,Google Play Store,POSITIVE,0.6630195379257202,other
"When I tray to open the app it says ""The device is Rooted"" haw can i solve it?",1,2024-04-18,CBE,Google Play Store,NEGATIVE,0.9984388947486877,other
fast and short step app.,5,2024-04-18,CBE,Google Play Store,POSITIVE,0.8786548376083374,performance
Best option,5,2024-04-18,CBE,Google Play Store,POSITIVE,0.9991809725761414,other
God jab CBE,5,2024-04-17,CBE,Google Play Store,NEGATIVE,0.9950202703475952,other
The bank workers is the wrost ever but the app is best i aporeciate the developers,5,2024-04-16,CBE,Google Play Store,NEGATIVE,0.6344679594039917,other
🙏🙏🙏🙏🙏,4,2024-04-16,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
My Cbe,5,2024-04-16,CBE,Google Play Store,POSITIVE,0.9967065453529358,other
grow business,5,2024-04-15,CBE,Google Play Store,POSITIVE,0.999657392501831,other
"It's very bad. It deserves 0 stars. It doesn't show some transactions,it misplace transactions,it misplace dates,it shows nonsense errors and so more. I just rate it to 2 stars for helping me a lot.",2,2024-04-14,CBE,Google Play Store,NEGATIVE,0.997934103012085,"transactions, customer_support, bugs"
It is good but not fast,1,2024-04-14,CBE,Google Play Store,POSITIVE,0.999695897102356,performance
Best 👌,5,2024-04-14,CBE,Google Play Store,POSITIVE,0.9997019171714783,other
"That's good,but it deserves security l.",4,2024-04-14,CBE,Google Play Store,POSITIVE,0.998637855052948,other
Nice app I like it too,5,2024-04-14,CBE,Google Play Store,POSITIVE,0.9998378753662109,other
Wonderful,5,2024-04-13,CBE,Google Play Store,POSITIVE,0.9998772144317627,other
Am happy for this application,5,2024-04-13,CBE,Google Play Store,POSITIVE,0.99981290102005,other
One of the most useless app in the country. Doesn't work almost 99 percent of the time.,1,2024-04-13,CBE,Google Play Store,NEGATIVE,0.9997437596321106,other
It is hard to open,1,2024-04-13,CBE,Google Play Store,NEGATIVE,0.9997842907905579,other
an amazing app fast and secure,5,2024-04-13,CBE,Google Play Store,POSITIVE,0.9998646974563599,performance
Of LLC do my go of,5,2024-04-13,CBE,Google Play Store,POSITIVE,0.989998996257782,other
"It is more secure and reliable app, I recommend for every customer",5,2024-04-13,CBE,Google Play Store,POSITIVE,0.9993264675140381,other
It is a very convenient app to use.,4,2024-04-13,CBE,Google Play Store,POSITIVE,0.9936892986297607,other
